Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Skoda Superb Style 1.8 TSI AT,Kolkata,2013,52169,Petrol,Manual,First,26.6 km/kg,1197 CC,103.5 bhp,5.0,,6.16
Honda Jazz VX Diesel,Pune,2011,63499,CNG,Manual,First,8.3 kmpl,1461 CC,138.1 bhp,5.0,,2.31
Honda Brio E MT,Kolkata,2009,58381,Petrol,Manual,First,18.0 kmpl,998 CC,88.5 bhp,5.0,,1.93
Tata Manza Club Class Quadrajet90 LX,Hyderabad,2013,22625,Petrol,Automatic,First,28.4 kmpl,1193 CC,185 bhp,5.0,6.4 Lakh,7.8
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Bangalore,2010,130377,CNG,Manual,First,17.8 kmpl,2446 CC,83.83 bhp,5.0,,2.29
Toyota Etios Liva G,Mumbai,2007,55994,Petrol,Manual,Third,19.67 kmpl,796 CC,58.2 bhp,5.0,,2.78
Hyundai Verna 1.6 SX VTVT (O) AT,Delhi,2012,69693,Diesel,Manual,First,17.68 kmpl,1998 CC,108.5 bhp,5.0,,1.97
Ford Ikon 1.3 Flair,Pune,2009,77635,Diesel,Manual,First,0.0 kmpl,1248 CC,118 bhp,8.0,,5.0
Maruti Wagon R LX DUO BSIII,Delhi,2014,45249,Petrol,Manual,First,21.38 kmpl,1199 CC,103.3 bhp,5.0,8.61 Lakh,9.11
Maruti Celerio VXI,Kochi,2013,66246,Diesel,Manual,First,13.8 kmpl,2393 CC,110 bhp,5.0,,8.65
Maruti Vitara Brezza ZDi Plus,Jaipur,2009,63686,Diesel,Automatic,First,12.0 kmpl,2494 CC,88.5 bhp,5.0,,10.32
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2009,43025,Petrol,Automatic,First,18.15 kmpl,1995 CC,560 bhp,7.0,,2.75
Honda City 1.5 E MT,Kolkata,2007,53923,CNG,Manual,First,20.36 kmpl,1995 CC,103.2 bhp,7.0,,3.69
Datsun redi-GO T Option,Chennai,2012,37073,Petrol,Manual,First,26.6 km/kg,1197 CC,215 bhp,5.0,,3.05
Renault KWID RXT Optional,Kolkata,2016,8883,Petrol,Manual,First,22.7 kmpl,2494 CC,184 bhp,8.0,1.27 Cr,4.15
Hyundai Elantra CRDi SX,Delhi,2011,34448,Diesel,Manual,First,12.8 kmpl,1995 CC,187.74 bhp,7.0,,17.81
Maruti Swift VXI,Kolkata,2017,47463,Petrol,Manual,First,14.66 kmpl,1396 CC,103.2 bhp,5.0,,19.14
Ford EcoSport 1.5 Diesel Titanium,Chennai,2011,57050,Diesel,Manual,First,17.3 kmpl,1061 CC,130.2 bhp,5.0,,4.19
Hyundai Santro Xing GL Plus,Chennai,2010,80126,Diesel,Manual,First,21.5 kmpl,796 CC,120 bhp,5.0,,20.44
Honda City V AT,Pune,2010,91329,Diesel,Manual,First,19.67 kmpl,1299 CC,88.2 bhp,7.0,,16.19
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2014,39016,Petrol,Manual,First,15.29 kmpl,1968 CC,83 bhp,5.0,37.46 Lakh,3.5
Ford EcoSport 1.5 TDCi Titanium,Jaipur,2011,34333,Diesel,Manual,First,24.52 kmpl,1995 CC,245 bhp,5.0,,2.71
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Coimbatore,2013,55430,Petrol,Manual,First,9.52 kmpl,2894 CC,88.5 bhp,5.0,9.44 Lakh,7.83
Mitsubishi Pajero Sport 4X4,Chennai,2009,55228,Diesel,Manual,First,17.8 kmpl,1582 CC,53.3 bhp,5.0,,5.57
Maruti Eeco 7 Seater Standard,Kolkata,2012,62096,CNG,Manual,First,18.5 kmpl,1299 CC,85.7 bhp,5.0,,2.73
Hyundai Elantra CRDi SX AT,Jaipur,2009,42738,Petrol,Manual,First,12.99 kmpl,1196 CC,93.7 bhp,5.0,,1.89
Ford Figo Diesel EXI,Kolkata,2007,50207,CNG,Manual,First,22.5 kmpl,1198 CC,82 bhp,5.0,,1.51
Maruti Wagon R CNG LXI,Hyderabad,2009,43088,Petrol,Manual,First,18.6 kmpl,2494 CC,67.04 bhp,5.0,,2.34
BMW 6 Series 630i Coupe,Hyderabad,2014,59792,Petrol,Manual,First,10.6 kmpl,1956 CC,207.8 bhp,5.0,11.26 Lakh,7.09
Chevrolet Aveo U-VA 1.2 LT,Chennai,2009,37932,Diesel,Manual,First,17.68 kmpl,2982 CC,120 bhp,5.0,,45.49
Hyundai i20 1.2 Spotz,Kolkata,2012,56296,Petrol,Manual,First,16.8 kmpl,1197 CC,108.62 bhp,5.0,95.13 Lakh,1.44
Chevrolet Spark 1.0 LT,Pune,2011,42641,Petrol,Manual,First,21.43 kmpl,2982 CC,152 bhp,5.0,,9.69
Hyundai Creta 1.6 SX Option Diesel,Delhi,2013,47426,Petrol,Automatic,First,17.68 kmpl,1197 CC,450 bhp,7.0,,11.54
Honda City i-DTEC SV,Mumbai,2010,22282,Petrol,Manual,First,19.0 kmpl,796 CC,117.3 bhp,5.0,,3.22
BMW 3 Series 320d Luxury Line,Bangalore,2013,56745,Diesel,Automatic,First,16.0 kmpl,2179 CC,170 bhp,8.0,,21.19
Honda City 1.3 EXI,Kolkata,2012,16491,Petrol,Automatic,First,11.3 kmpl,1582 CC,55.2 bhp,5.0,,4.63
Renault Koleos 2.0 Diesel,Jaipur,2013,69371,Petrol,Manual,First,22.69 kmpl,2987 CC,58.2 bhp,5.0,,0.71
Skoda Rapid 1.6 TDI Ambition,Kolkata,2006,46897,Petrol,Manual,First,21.56 kmpl,814 CC,40.3 bhp,7.0,,2.01
Maruti Ritz ZDi,Kolkata,2011,53132,Petrol,Manual,First,26.6 km/kg,1198 CC,152 bhp,5.0,,1.85
Hyundai i20 Magna 1.4 CRDi,Bangalore,2012,46879,Diesel,Manual,First,13.5 kmpl,2393 CC,58.16 bhp,8.0,,9.44
BMW 3 Series 320d Prestige,Delhi,2012,61917,Diesel,Manual,First,16.5 kmpl,1197 CC,98.59 bhp,5.0,,4.74
Hyundai i20 Asta 1.4 CRDi,Chennai,2015,48433,CNG,Manual,Second,17.8 kmpl,4367 CC,35 bhp,8.0,,3.12
Volkswagen Polo 1.2 MPI Trendline,Jaipur,2012,36172,Diesel,Manual,First,22.9 kmpl,993 CC,170 bhp,8.0,,46.43
Honda Jazz Select Edition,Hyderabad,2010,69498,Petrol,Manual,First,17.8 kmpl,998 CC,null bhp,5.0,,1.84
Maruti Wagon R VXI,Kochi,2013,55018,Petrol,Automatic,First,26.6 km/kg,1197 CC,121.3 bhp,7.0,,9.15
Honda Jazz VX Diesel,Jaipur,2015,14091,Diesel,Automatic,First,15.06 kmpl,1582 CC,121.3 bhp,5.0,8.61 Lakh,7.27
Hyundai EON LPG Era Plus Option,Mumbai,2004,65785,Petrol,Manual,First,26.1 kmpl,814 CC,99.6 bhp,5.0,,2.61
Maruti Swift ZDi,Jaipur,2015,60241,CNG,Manual,First,17.3 km/kg,1968 CC,270.9 bhp,5.0,,2.58
Honda Civic 2006-2010 1.8 V MT,Kolkata,2013,31563,Petrol,Manual,Second,14.07 kmpl,3498 CC,73 bhp,8.0,,2.54
Hyundai Grand i10 1.2 Kappa Sportz,Chennai,2014,41950,Diesel,Manual,First,28.4 kmpl,1498 CC,83.8 bhp,5.0,,10.72
Chevrolet Beat Diesel LS,Bangalore,2016,38945,Diesel,Manual,First,11.3 kmpl,1598 CC,97.7 bhp,5.0,,7.98
Honda CR-V 2.0L 2WD MT,Mumbai,2010,54052,Diesel,Manual,First,25.1 kmpl,1061 CC,120 bhp,5.0,,2.89
Renault Duster 85PS Diesel RxL,Kochi,2013,32123,Petrol,Automatic,Second,16.7 kmpl,1991 CC,102.5 bhp,5.0,,19.34
Nissan Sunny 2011-2014 Diesel XL,Kolkata,2015,61553,Petrol,Manual,Third,10.9 kmpl,998 CC,88.8 bhp,5.0,,3.12
Audi Q7 45 TDI Quattro Technology,Chennai,2011,36545,Diesel,Automatic,First,11.5 kmpl,1373 CC,118 bhp,5.0,,5.27
Maruti Ertiga ZDI,Kochi,2014,45389,Petrol,Manual,First,14.45 kmpl,2494 CC,103.52 bhp,5.0,10.94 Lakh,4.73
Maruti Swift Dzire VXi,Hyderabad,2012,77572,Petrol,Manual,First,26.6 km/kg,1498 CC,69 bhp,5.0,,2.87
Ford Fiesta 1.4 Duratec EXI,Mumbai,2010,51703,Petrol,Automatic,First,13.5 kmpl,1197 CC,108.5 bhp,5.0,,2.77
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2015,21518,Petrol,Manual,First,20.7 kmpl,1197 CC,81.80 bhp,5.0,,2.39
Hyundai i10 Sportz AT,Jaipur,2015,19603,Petrol,Manual,First,15.4 kmpl,2987 CC,136 bhp,7.0,1.27 Cr,29.87
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2016,62641,Petrol,Manual,Second,13.2 kmpl,1461 CC,73 bhp,7.0,,3.16
Maruti Wagon R LXI BSIII,Bangalore,2013,51231,Diesel,Manual,First,24.3 kmpl,2993 CC,81.86 bhp,7.0,12.56 Lakh,2.63
Toyota Corolla H4,Kolkata,2015,22477,Petrol,Manual,First,16.9 kmpl,1197 CC,81.86 bhp,5.0,,0.64
Hyundai i10 Asta,Chennai,2011,71328,Diesel,Automatic,First,13.0 kmpl,2143 CC,99 bhp,7.0,,63.04
Mercedes-Benz GLE 350d,Hyderabad,2013,27692,Diesel,Manual,First,11.07 kmpl,2894 CC,97.6 bhp,7.0,,3.35
Maruti Swift 1.3 VXi,Kolkata,2012,40134,CNG,Manual,First,24.3 kmpl,2354 CC,69 bhp,5.0,,1.31
Honda City i VTEC V,Kolkata,2009,59038,CNG,Manual,First,16.6 kmpl,1086 CC,86.7 bhp,5.0,,2.34
Hyundai Getz GLS,Hyderabad,2014,83661,CNG,Manual,First,16.95 kmpl,1498 CC,194 bhp,5.0,,2.78
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2009,50397,CNG,Manual,First,17.0 kmpl,1399 CC,139.01 bhp,5.0,,2.38
Fiat Punto 1.4 Emotion,Kochi,2012,22453,Diesel,Manual,First,26.0 kmpl,1493 CC,138.1 bhp,5.0,,20.63
Maruti Alto LXi BSIII,Bangalore,2015,31752,Diesel,Manual,First,22.9 kmpl,1956 CC,88.5 bhp,7.0,63.71 Lakh,6.68
Honda City 1.5 S MT,Chennai,2015,20567,Diesel,Manual,First,17.8 kmpl,2179 CC,98.6 bhp,5.0,,26.55
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2017,41776,Petrol,Manual,First,26.6 km/kg,1598 CC,88 bhp,5.0,,1.57
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2016,5086,Petrol,Manual,First,27.28 kmpl,1798 CC,94.68 bhp,5.0,10.32 Lakh,21.03
Tata Nano XTA,Hyderabad,2013,65309,Diesel,Manual,First,23.59 kmpl,1798 CC,57.6 bhp,5.0,,2.38
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Chennai,2008,46298,CNG,Manual,First,15.4 kmpl,2354 CC,162 bhp,5.0,,2.45
Honda Civic 2006-2010 1.8 V MT,Jaipur,2012,20439,Diesel,Automatic,First,10.1 kmpl,2179 CC,103.52 bhp,7.0,,10.82
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,63248,CNG,Manual,First,15.26 kmpl,2354 CC,153.86 bhp,5.0,,2.9
Hyundai i20 Sportz AT 1.4,Mumbai,2013,171,Diesel,Automatic,First,16.82 kmpl,1896 CC,138.1 bhp,5.0,3.95 Lakh,5.9
Audi A3 35 TDI Attraction,Kolkata,2015,34417,Petrol,Manual,First,12.4 kmpl,2494 CC,73.75 bhp,5.0,,4.96
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,59798,Diesel,Manual,First,14.84 kmpl,1341 CC,58.16 bhp,5.0,,3.78
Hyundai i10 Sportz,Kolkata,2009,38054,Petrol,Manual,First,19.7 kmpl,998 CC,88.7 bhp,5.0,,1.74
Maruti Swift Dzire VDI,Chennai,2015,56645,Petrol,Manual,First,17.8 kmpl,1248 CC,55.2 bhp,5.0,,3.17
Hyundai Verna 1.6 VTVT,Kolkata,2012,33550,Diesel,Automatic,First,10.9 kmpl,1798 CC,73 bhp,5.0,7.87 Lakh,3.96
Maruti Wagon R LXI CNG,Mumbai,2014,50267,Petrol,Manual,First,13.7 kmpl,1461 CC,88.7 bhp,5.0,,2.85
Maruti Ciaz AT ZXi,Mumbai,2013,106165,CNG,Manual,First,20.77 kmpl,1399 CC,73.9 bhp,5.0,,4.2
Maruti Eeco 7 Seater Standard,Mumbai,2010,14410,Diesel,Automatic,First,19.67 kmpl,2199 CC,120 bhp,5.0,,4.7
Nissan Terrano XL Plus 85 PS,Mumbai,2009,34303,Diesel,Manual,First,16.8 kmpl,1598 CC,93.7 bhp,8.0,,1.54
Honda Civic 2006-2010 1.8 V MT,Hyderabad,2016,68115,Diesel,Manual,First,18.18 kmpl,2354 CC,174.33 bhp,5.0,8.61 Lakh,5.38
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,62747,Diesel,Manual,First,14.95 kmpl,1248 CC,58.16 bhp,5.0,,3.48
Hyundai i20 Sportz AT 1.4,Hyderabad,2009,53327,Petrol,Manual,First,21.64 kmpl,998 CC,85.8 bhp,5.0,,7.82
Hyundai EON Era Plus,Kolkata,2009,50311,Petrol,Manual,First,19.4 kmpl,1198 CC,121.3 bhp,5.0,,2.85
Honda Amaze SX i-DTEC,Hyderabad,2005,44428,CNG,Manual,First,24.0 kmpl,1968 CC,null bhp,8.0,,2.86
Ford Endeavour 3.0L 4X4 AT,Delhi,2014,29799,Petrol,Manual,First,13.0 kmpl,1120 CC,143 bhp,5.0,,2.66
Maruti Alto LXi,Kolkata,2009,46899,Petrol,Manual,First,16.52 kmpl,2987 CC,171 bhp,5.0,,1.81
Audi A4 1.8 TFSI,Chennai,2010,71585,Diesel,Manual,First,15.0 kmpl,998 CC,null bhp,5.0,,2.47
Honda CR-V 2.4 4WD AT,Pune,2010,32868,Diesel,Automatic,First,20.36 kmpl,2143 CC,73.97 bhp,7.0,,11.19
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,35078,Diesel,Automatic,First,25.2 kmpl,1120 CC,98.6 bhp,5.0,5.87 Lakh,8.36
Maruti Swift Dzire VDI,Mumbai,2011,55129,Diesel,Manual,First,12.8 kmpl,2179 CC,170 bhp,7.0,,48.71
BMW 3 Series 320d,Hyderabad,2011,69264,Diesel,Manual,First,14.24 kmpl,2993 CC,241.38 bhp,7.0,,4.38
Hyundai Xcent 1.2 Kappa S Option CNG,Kolkata,2009,65784,Diesel,Manual,First,17.0 kmpl,1198 CC,147.8 bhp,5.0,,3.12
Volkswagen Vento Diesel Comfortline,Mumbai,2013,50277,Petrol,Manual,First,11.36 kmpl,1198 CC,70 bhp,5.0,,2.85
Maruti Swift 1.3 LXI,Kolkata,2011,36362,CNG,Manual,Third,22.9 kmpl,1799 CC,67.04 bhp,5.0,,1.65
Honda Brio VX AT,Chennai,2014,59621,Diesel,Manual,First,11.5 kmpl,1498 CC,58.16 bhp,7.0,,18.63
Mercedes-Benz SLC 43 AMG,Hyderabad,2013,60419,Diesel,Manual,First,17.84 kmpl,998 CC,194.3 bhp,5.0,,2.42
Fiat Punto 1.2 Dynamic,Bangalore,2016,38345,Petrol,Manual,First,18.5 kmpl,1061 CC,73.9 bhp,5.0,,4.47
Toyota Innova Crysta 2.8 GX AT 8S,Kolkata,2010,29401,Petrol,Automatic,First,31.79 km/kg,1396 CC,147.8 bhp,5.0,,1.6
BMW 5 Series 520d Sport Line,Hyderabad,2012,94892,Diesel,Manual,First,14.0 kmpl,998 CC,103.25 bhp,7.0,,1.85
Toyota Innova Crysta 2.4 GX MT,Bangalore,2010,16864,Petrol,Automatic,First,17.0 kmpl,796 CC,210 bhp,5.0,,9.61
Maruti Swift VDI,Ahmedabad,2015,33715,Petrol,Manual,Second,17.11 kmpl,1364 CC,75.94 bhp,5.0,,3.72
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2015,46855,Petrol,Automatic,First,15.06 kmpl,2179 CC,177.46 bhp,7.0,33.09 Lakh,6.61
Honda Jazz VX Diesel,Mumbai,2013,13304,Petrol,Manual,First,17.0 kmpl,1086 CC,81.86 bhp,5.0,,1.4
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2014,53474,Diesel,Manual,First,14.4 kmpl,1498 CC,58.16 bhp,7.0,,10.12
Ford Figo Aspire 1.2 Ti-VCT Trend,Chennai,2011,34849,Diesel,Automatic,Second,12.7 kmpl,1995 CC,241.4 bhp,8.0,,9.3
Hyundai i20 Sportz Option 1.2,Chennai,2013,53213,Diesel,Manual,First,26.0 kmpl,1995 CC,81.83 bhp,5.0,15.29 Lakh,25.84
Maruti Swift ZXI,Bangalore,2016,29456,Petrol,Manual,First,17.8 kmpl,1497 CC,98.59 bhp,5.0,,2.86
Renault Duster 110PS Diesel RxZ,Mumbai,2008,53168,Petrol,Manual,First,18.9 kmpl,1197 CC,67.1 bhp,5.0,,2.84
Hyundai Verna 1.6 EX VTVT,Mumbai,2013,29806,Petrol,Manual,First,12.6 kmpl,796 CC,78.9 bhp,5.0,,2.92
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Bangalore,2012,43396,Diesel,Manual,First,22.0 kmpl,2987 CC,153.86 bhp,5.0,,13.96
Toyota Prius 2009-2016 Z4,Kolkata,2010,22571,Petrol,Manual,First,14.66 kmpl,998 CC,147.5 bhp,5.0,,1.19
Ford Fiesta 1.6 ZXI Duratec,Mumbai,2009,21680,CNG,Manual,First,26.6 km/kg,1799 CC,103.52 bhp,5.0,,2.21
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2006,71217,Petrol,Manual,First,25.44 kmpl,998 CC,null bhp,5.0,,1.74
Tata Nano Twist XT,Kochi,2014,84906,Petrol,Manual,First,23.2 kmpl,1582 CC,450 bhp,5.0,,12.47
Hyundai Grand i10 CRDi Magna,Hyderabad,2015,57944,CNG,Manual,Second,26.2 km/kg,72 CC,63.12 bhp,5.0,,2.76
Chevrolet Spark 1.0 LS,Mumbai,2009,57233,Diesel,Automatic,First,12.8 kmpl,2143 CC,140 bhp,7.0,,62.39
Toyota Innova 2.5 V Diesel 8-seater,Bangalore,2014,30166,CNG,Manual,First,12.8 kmpl,1461 CC,87.2 bhp,5.0,,3.2
Mercedes-Benz E-Class E 220 d,Kolkata,2011,17578,Petrol,Manual,First,13.6 kmpl,1598 CC,157.75 bhp,5.0,,1.0
Honda City 1.5 V AT,Coimbatore,2012,52408,Diesel,Manual,First,16.77 kmpl,1498 CC,121.3 bhp,7.0,,15.11
Honda City i-VTEC V,Hyderabad,2009,51165,Diesel,Manual,First,18.5 kmpl,1461 CC,152 bhp,5.0,,2.02
BMW 5 Series 520d Luxury Line,Pune,2014,60496,Diesel,Automatic,First,21.5 kmpl,1582 CC,140 bhp,5.0,,7.08
Hyundai Elantra 2.0 SX Option AT,Hyderabad,2010,50125,Diesel,Manual,First,18.7 kmpl,1591 CC,58.16 bhp,5.0,,4.08
Renault Duster 85PS Diesel RxL Option,Ahmedabad,2009,40172,Petrol,Manual,Second,21.27 kmpl,796 CC,81.83 bhp,5.0,,4.51
Audi Q7 35 TDI Quattro Technology,Kochi,2012,33087,Petrol,Automatic,First,18.7 kmpl,1199 CC,34.2 bhp,5.0,,2.79
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2012,67339,Diesel,Manual,First,11.57 kmpl,1498 CC,197.2 bhp,5.0,15.57 Lakh,11.9
Audi A6 2.8 FSI,Mumbai,2013,41999,Petrol,Manual,First,23.1 kmpl,1197 CC,67.1 bhp,5.0,,1.45
Honda City 1.5 E MT,Mumbai,2009,43966,Petrol,Manual,First,13.2 kmpl,796 CC,121.3 bhp,5.0,,2.88
Honda City V MT Exclusive,Jaipur,2010,51894,Diesel,Manual,First,11.3 kmpl,2179 CC,270.9 bhp,7.0,,9.26
Toyota Etios Liva V,Hyderabad,2010,41645,Diesel,Manual,First,21.5 kmpl,1199 CC,98.6 bhp,7.0,37.17 Lakh,17.78
Renault Fluence 2.0,Chennai,2009,64620,CNG,Manual,First,18.88 kmpl,1364 CC,106 bhp,5.0,,1.6
Hyundai Santro Xing XG,Kolkata,2009,76122,Diesel,Manual,First,21.9 kmpl,1186 CC,102 bhp,5.0,,0.78
Maruti Wagon R CNG LXI,Kolkata,2009,48364,Petrol,Manual,Third,15.7 kmpl,1373 CC,70 bhp,7.0,,4.18
Toyota Innova Crysta 2.4 GX MT,Jaipur,2016,42808,Petrol,Manual,First,15.63 kmpl,1396 CC,66.1 bhp,5.0,48.18 Lakh,1.85
Datsun redi-GO T Option,Chennai,2013,20822,Petrol,Automatic,First,26.6 km/kg,1197 CC,98.6 bhp,5.0,,9.14
Honda City V MT,Jaipur,2016,54419,Diesel,Manual,First,20.45 kmpl,814 CC,67 bhp,5.0,,26.44
Hyundai Elantra SX,Mumbai,2008,48491,Diesel,Manual,First,17.0 kmpl,1197 CC,154 bhp,5.0,,4.08
Renault Pulse RxL,Mumbai,2014,46607,Diesel,Manual,First,16.3 kmpl,998 CC,73 bhp,5.0,,2.49
Maruti Ritz ZDi,Mumbai,2013,75776,Petrol,Manual,Second,17.6 kmpl,814 CC,83.14 bhp,5.0,,3.12
Maruti Ciaz AT ZXi,Delhi,2017,15142,Petrol,Manual,First,17.5 kmpl,796 CC,88.7 bhp,5.0,,35.85
Ford Figo Diesel ZXI,Hyderabad,2012,76163,CNG,Manual,Second,28.09 kmpl,1799 CC,189.08 bhp,5.0,,2.34
Maruti Wagon R LX BSIII,Delhi,2010,29649,Diesel,Automatic,First,21.21 kmpl,2498 CC,114.4 bhp,7.0,22.37 Lakh,8.03
Land Rover Freelander 2 TD4 SE,Mumbai,2010,49145,Petrol,Manual,First,13.1 kmpl,2393 CC,117.3 bhp,5.0,,5.26
Mahindra Ssangyong Rexton RX5,Kolkata,2011,42943,Petrol,Manual,First,18.2 kmpl,998 CC,67.04 bhp,5.0,,2.46
Maruti Ignis 1.2 Delta,Hyderabad,2007,87689,Petrol,Manual,First,18.48 kmpl,998 CC,126.2 bhp,8.0,,1.9
Toyota Innova Crysta 2.4 VX MT 8S,Hyderabad,2016,60636,CNG,Manual,Third,19.0 kmpl,1799 CC,89.84 bhp,5.0,,4.91
Maruti Vitara Brezza ZDi Plus Dual Tone,Chennai,2013,53775,Diesel,Automatic,First,18.7 kmpl,2967 CC,138.03 bhp,8.0,,3.42
Volkswagen Vento 1.6 Highline,Mumbai,2015,27739,Petrol,Manual,First,18.0 kmpl,1197 CC,99 bhp,5.0,,1.52
Hyundai i10 Era 1.1,Hyderabad,2012,75020,CNG,Manual,Second,15.4 kmpl,1995 CC,74 bhp,,,1.69
Hyundai Creta 1.6 SX Option,Hyderabad,2011,45080,Petrol,Manual,First,23.08 kmpl,2993 CC,74 bhp,5.0,,3.1
Hyundai Sonata Transform 2.4 GDi AT,Bangalore,2014,20086,CNG,Manual,First,19.7 kmpl,1373 CC,69 bhp,7.0,,3.13
Honda City i-VTEC CVT VX,Mumbai,2012,59488,Petrol,Manual,First,15.3 kmpl,1197 CC,68.05 bhp,5.0,,2.77
Skoda Laura Ambiente 2.0 TDI CR MT,Jaipur,2008,76608,CNG,Manual,First,22.32 kmpl,1595 CC,117.3 bhp,5.0,,4.98
Nissan Terrano XV 110 PS,Chennai,2009,24682,Petrol,Manual,First,17.5 kmpl,1197 CC,118 bhp,5.0,,2.32
Ford Figo Diesel ZXI,Kolkata,2007,148539,CNG,Manual,Third,12.05 kmpl,1086 CC,88.7 bhp,,,2.15
Renault Duster 85PS Diesel RxL Optional,Chennai,2014,35489,Diesel,Manual,First,16.2 kmpl,1498 CC,98.59 bhp,7.0,20.97 Lakh,4.78
BMW 5 Series 525d Sedan,Delhi,2010,41948,Diesel,Automatic,First,22.69 kmpl,1248 CC,80.46 bhp,5.0,,21.82
Honda Civic 2010-2013 1.8 V MT,Kolkata,2013,60684,Petrol,Automatic,First,25.8 kmpl,1197 CC,85.8 bhp,5.0,,3.81
Maruti Swift VXI,Hyderabad,2017,20389,Petrol,Automatic,First,17.57 kmpl,1396 CC,185 bhp,5.0,53.41 Lakh,4.45
Hyundai Verna Xi (Petrol),Mumbai,2008,62787,Petrol,Manual,First,14.16 kmpl,1197 CC,86.8 bhp,5.0,,1.58
Maruti Swift Dzire VXI,Mumbai,2011,53997,Diesel,Automatic,First,22.9 kmpl,1248 CC,83 bhp,7.0,,15.26
Honda Brio V MT,Jaipur,2011,27673,Diesel,Manual,Second,16.5 kmpl,1896 CC,138 bhp,5.0,67.87 Lakh,12.56
BMW 1 Series 118d Sport Line,Kolkata,2012,31912,Diesel,Automatic,First,16.95 kmpl,1172 CC,116.9 bhp,5.0,99.92 Lakh,3.96
Hyundai i20 Sportz Diesel,Hyderabad,2014,58026,CNG,Manual,First,12.05 kmpl,1498 CC,60 bhp,5.0,,1.87
Maruti Wagon R VXI,Ahmedabad,2011,61211,Petrol,Manual,First,23.84 kmpl,1591 CC,136 bhp,5.0,,12.87
Maruti Swift Dzire ZDI,Bangalore,2013,15164,Petrol,Manual,First,17.5 kmpl,1197 CC,88.7 bhp,5.0,,1.4
Hyundai i20 Sportz Option 1.2,Kochi,2017,27666,Diesel,Automatic,First,17.44 kmpl,2979 CC,88.5 bhp,7.0,11.15 Lakh,8.41
Mercedes-Benz E-Class E250 CDI Avantgrade,Hyderabad,2016,11837,Petrol,Manual,First,12.97 kmpl,2497 CC,198.25 bhp,8.0,8.61 Lakh,12.22
Maruti Swift 1.3 ZXI,Mumbai,2010,39019,Diesel,Manual,First,26.59 kmpl,2143 CC,73.75 bhp,5.0,,25.34
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2010,65032,Diesel,Automatic,First,13.5 kmpl,2982 CC,98.6 bhp,5.0,,22.51
BMW X1 sDrive 20d xLine,Hyderabad,2012,53585,CNG,Manual,First,10.4 kmpl,1198 CC,null bhp,5.0,,3.26
Honda Amaze S i-Dtech,Chennai,2013,45669,Diesel,Manual,First,14.74 kmpl,2755 CC,73 bhp,5.0,,17.53
Hyundai Santro Xing GLS,Mumbai,2014,85563,Diesel,Manual,First,18.48 kmpl,998 CC,101 bhp,5.0,,7.85
Hyundai i10 Magna,Hyderabad,2014,60115,Diesel,Automatic,First,22.5 kmpl,796 CC,130 bhp,5.0,,7.89
Toyota Etios G,Ahmedabad,2012,58729,Petrol,Automatic,First,21.38 kmpl,1498 CC,99 bhp,5.0,13.58 Lakh,9.12
Nissan Terrano XV Premium 110 PS,Mumbai,2014,21820,Petrol,Manual,First,15.4 kmpl,1498 CC,70 bhp,5.0,72.64 Lakh,3.06
Honda Jazz V CVT,Kolkata,2017,19521,Petrol,Manual,First,18.15 kmpl,1798 CC,86.76 bhp,5.0,,4.24
Mercedes-Benz New C-Class C 250 CDI Elegance,Kolkata,2010,38577,Petrol,Manual,First,26.6 km/kg,1197 CC,73.97 bhp,5.0,,4.42
BMW 3 Series 320d,Hyderabad,2011,40788,Diesel,Manual,First,20.0 kmpl,1798 CC,78 bhp,7.0,,6.26
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2009,42678,Diesel,Manual,First,20.36 kmpl,2179 CC,90 bhp,5.0,,1.95
Maruti Eeco 5 STR With AC Plus HTR CNG,Chennai,2010,56109,Diesel,Manual,First,16.0 kmpl,1120 CC,58.16 bhp,7.0,,7.14
Toyota Innova 2.5 V Diesel 8-seater,Kochi,2016,9903,CNG,Manual,Second,18.59 kmpl,1061 CC,308 bhp,5.0,,5.1
